Name,University Name,Age,course,How frequently do you use AI?,Which Generative AI tool do you use?,Should curriculum be modified keeping AI in mind?
Aarohi Naidu,Anna Univ.,21,commerce,Often (At least once a week),Others,Yes
Vivaan Kapoor,Univ. Of Delhi,20,arts,Sometimes (At least once a month),ChatGPT,Yes
Pihu Gupta,Univ. Of Delhi,19,others,Rarely (A few times a semester at most),Bing AI,Yes
Ishaan Mishra,Jadavpur Univ.,18,commerce,Rarely (A few times a semester at most),Others,Yes
Ananya Singh,Anna Univ.,21,arts,Rarely (A few times a semester at most),Elicit,Yes
Lakshmi Patel,IIsc,24,others,Rarely (A few times a semester at most),Others,Yes
Ira Iyer,Univ. Of Delhi,18,arts,Sometimes (At least once a month),Research Rabbit,maybe
Aarav Naidu,IIsc,18,science,Never,Others,maybe
Ishaan Pandey,IIsc,21,science,Often (At least once a week),Grammarly,maybe
Ananya Bose,Univ. Of Delhi,18,science,Often (At least once a week),Research Rabbit,maybe
Aarohi Das,IIsc,20,commerce,Rarely (A few times a semester at most),Midjourney,maybe
Ishaan Reddy,Anna Univ.,19,others,Never,ChatGPT,maybe
Diya Iyer,Anna Univ.,22,others,Often (At least once a week),DALL-E,maybe
Vihaan Kumar,Univ. Of Delhi,23,arts,Often (At least once a week),Elicit,maybe
Aarav Naidu,IIsc,20,commerce,Never,DALL-E,maybe
Sai Bose,Univ. Of Delhi,22,science,Rarely (A few times a semester at most),DALL-E,maybe
Ananya Nair,IIsc,25,science,Often (At least once a week),Midjourney,maybe
Ananya Gupta,Anna Univ.,24,others,Never,ChatGPT,maybe
Ishaan Nair,Anna Univ.,24,commerce,Often (At least once a week),Elicit,maybe
Aarav Nair,Univ. Of Delhi,18,commerce,Never,Research Rabbit,maybe
Vihaan Chopra,Univ. Of Delhi,20,science,Rarely (A few times a semester at most),Research Rabbit,maybe
Pihu Iyer,Jadavpur Univ.,19,science,Rarely (A few times a semester at most),Midjourney,maybe
Ayaan Das,Anna Univ.,24,science,Rarely (A few times a semester at most),Others,maybe
Ishaan Singh,VIT(Vellore),18,arts,Sometimes (At least once a month),Research Rabbit,maybe
Reyansh Desai,Manipal Univ.,22,arts,Often (At least once a week),ChatGPT,maybe
Saanvi Mehta,IIsc,24,others,Never,ChatGPT,Yes
Diya Singh,Univ. Of Delhi,22,others,Often (At least once a week),Others,Yes
Sai Iyer,IIsc,18,others,Sometimes (At least once a month),Others,Yes
Aarav Singh,Anna Univ.,23,others,Never,Midjourney,Yes
Aarohi Patel,Anna Univ.,18,science,Never,Research Rabbit,Yes
Diya Desai,Univ. Of Delhi,25,commerce,Sometimes (At least once a month),Midjourney,Yes
Anika Rao,Univ. Of Delhi,20,arts,Rarely (A few times a semester at most),Midjourney,Yes
Aditya Iyer,Jadavpur Univ.,25,others,Often (At least once a week),DALL-E,Yes
Aarohi Das,Anna Univ.,25,commerce,Often (At least once a week),Elicit,Yes
Aarav Mishra,IIsc,18,arts,Sometimes (At least once a month),Elicit,Yes
Ananya Nair,Univ. Of Delhi,22,others,Never,Bing AI,Yes
Ishaan Das,IIsc,20,arts,Never,DALL-E,Yes
Reyansh Naidu,Anna Univ.,18,science,Rarely (A few times a semester at most),Elicit,Yes
Reyansh Sharma,Anna Univ.,25,science,Often (At least once a week),Midjourney,Yes
Anika Naidu,Univ. Of Delhi,24,science,Often (At least once a week),ChatGPT,Yes
Ira Singh,Univ. Of Delhi,21,commerce,Sometimes (At least once a month),DALL-E,Yes
Vivaan Rao,Jadavpur Univ.,21,others,Often (At least once a week),Grammarly,Yes
Shanaya Bose,Anna Univ.,22,others,Often (At least once a week),Midjourney,Yes
Vivaan Nair,VIT(Vellore),22,arts,Never,Others,Yes
Ishaan Nair,Manipal Univ.,21,commerce,Never,Midjourney,Yes
Aarohi Patel,IIsc,20,science,Never,Bing AI,Yes
Shanaya Kapoor,Univ. Of Delhi,25,science,Often (At least once a week),Elicit,Yes
Aditya Singh,IIsc,18,others,Sometimes (At least once a month),Grammarly,Yes
Anika Desai,Anna Univ.,24,commerce,Often (At least once a week),Grammarly,Yes
Ayaan Reddy,Anna Univ.,20,commerce,Sometimes (At least once a month),Bing AI,Yes
Diya Das,Univ. Of Delhi,19,science,Sometimes (At least once a month),Others,Yes
Aarav Verma,Univ. Of Delhi,18,science,Rarely (A few times a semester at most),Others,Yes
Ananya Reddy,Jadavpur Univ.,25,science,Often (At least once a week),Grammarly,Yes
Aditya Patel,Anna Univ.,18,arts,Never,ChatGPT,Yes
Arjun Chopra,IIsc,19,arts,Rarely (A few times a semester at most),Grammarly,Yes
Ayaan Sharma,Univ. Of Delhi,22,others,Never,Research Rabbit,Yes
Aadhya Das,IIsc,25,others,Often (At least once a week),Midjourney,Yes
Vivaan Gupta,Anna Univ.,21,others,Sometimes (At least once a month),Research Rabbit,No
Ayaan Gupta,Anna Univ.,19,others,Never,Others,Yes
Anika Rao,Univ. Of Delhi,20,science,Rarely (A few times a semester at most),Research Rabbit,Yes
Krishna Rao,Univ. Of Delhi,21,commerce,Rarely (A few times a semester at most),Research Rabbit,Yes
Ishaan Gupta,Jadavpur Univ.,23,arts,Sometimes (At least once a month),Grammarly,Yes
Anika Mishra,Anna Univ.,19,others,Sometimes (At least once a month),Bing AI,No
Krishna Mishra,VIT(Vellore),21,commerce,Sometimes (At least once a month),Elicit,No
Krishna Gupta,Manipal Univ.,18,arts,Rarely (A few times a semester at most),Elicit,Yes
Vihaan Das,IIsc,19,others,Sometimes (At least once a month),Grammarly,No
Aarav Iyer,Univ. Of Delhi,18,arts,Never,Midjourney,Yes
Vivaan Patel,IIsc,20,science,Sometimes (At least once a month),ChatGPT,No
Lakshmi Iyer,Anna Univ.,23,science,Sometimes (At least once a month),Bing AI,Yes
Aadhya Nair,Anna Univ.,18,science,Never,Research Rabbit,No
Lakshmi Kumar,Univ. Of Delhi,24,commerce,Sometimes (At least once a month),Midjourney,Yes
Saanvi Bose,Univ. Of Delhi,20,others,Never,Research Rabbit,No
Saanvi Rao,Jadavpur Univ.,24,others,Never,Research Rabbit,No
Ishaan Rao,Anna Univ.,23,arts,Often (At least once a week),Grammarly,No
Ayaan Naidu,IIsc,19,commerce,Sometimes (At least once a month),Bing AI,No
Pihu Kapoor,Univ. Of Delhi,25,science,Never,Bing AI,Yes
Saanvi Das,IIsc,20,science,Sometimes (At least once a month),Research Rabbit,Yes
Diya Iyer,Anna Univ.,24,others,Never,Others,Yes
Ishaan Mishra,Anna Univ.,25,commerce,Sometimes (At least once a month),Elicit,Yes
Pihu Gupta,Univ. Of Delhi,19,commerce,Rarely (A few times a semester at most),DALL-E,Yes
Ira Kumar,Univ. Of Delhi,21,science,Never,Grammarly,Yes
Lakshmi Pandey,Jadavpur Univ.,21,science,Never,ChatGPT,Yes
Ananya Iyer,Anna Univ.,24,science,Often (At least once a week),Others,Yes
Shanaya Sharma,VIT(Vellore),23,arts,Sometimes (At least once a month),Midjourney,Yes
Aadhya Joshi,Manipal Univ.,20,arts,Often (At least once a week),Elicit,Yes
Ira Iyer,IIsc,22,others,Often (At least once a week),Research Rabbit,No
Anika Sharma,Univ. Of Delhi,20,others,Rarely (A few times a semester at most),Research Rabbit,No
Anika Desai,IIsc,22,others,Often (At least once a week),Elicit,Yes
Ayaan Patel,Anna Univ.,21,others,Often (At least once a week),Bing AI,Yes
Arjun Joshi,Anna Univ.,21,science,Often (At least once a week),ChatGPT,Yes
Krishna Joshi,Univ. Of Delhi,24,commerce,Sometimes (At least once a month),Midjourney,Yes
Vivaan Pandey,Univ. Of Delhi,19,arts,Never,Bing AI,Yes
Diya Naidu,Jadavpur Univ.,19,others,Rarely (A few times a semester at most),Elicit,No
Ananya Mishra,Anna Univ.,25,commerce,Rarely (A few times a semester at most),Grammarly,No
Ishaan Kapoor,IIsc,19,arts,Often (At least once a week),Research Rabbit,No
Saanvi Mishra,Univ. Of Delhi,21,others,Sometimes (At least once a month),Bing AI,Yes
Ishaan Nair,IIsc,23,arts,Rarely (A few times a semester at most),Research Rabbit,No
Ira Gupta,Anna Univ.,19,science,Sometimes (At least once a month),Midjourney,No
Aarav Iyer,Anna Univ.,22,science,Never,Bing AI,Yes
Anika Naidu,Univ. Of Delhi,25,science,Sometimes (At least once a month),Elicit,Yes
Aarav Singh,Univ. Of Delhi,19,commerce,Rarely (A few times a semester at most),ChatGPT,No
Shanaya Joshi,Jadavpur Univ.,21,others,Rarely (A few times a semester at most),Research Rabbit,No
Arjun Patel,Anna Univ.,18,others,Sometimes (At least once a month),Research Rabbit,No
Shanaya Mehta,VIT(Vellore),23,arts,Often (At least once a week),Grammarly,No
Ishaan Bose,Manipal Univ.,19,commerce,Rarely (A few times a semester at most),Midjourney,No
Aditya Chopra,IIsc,22,science,Sometimes (At least once a month),Midjourney,Yes
Aditya Das,Univ. Of Delhi,23,science,Rarely (A few times a semester at most),Bing AI,No
Saanvi Singh,IIsc,21,others,Sometimes (At least once a month),ChatGPT,Yes
Lakshmi Pandey,Anna Univ.,22,commerce,Never,Research Rabbit,Yes
Aditya Rao,Anna Univ.,23,commerce,Often (At least once a week),Others,Yes
Saanvi Sharma,Univ. Of Delhi,25,science,Often (At least once a week),Others,Yes
Shanaya Mishra,Univ. Of Delhi,19,science,Rarely (A few times a semester at most),DALL-E,No
Reyansh Mishra,Jadavpur Univ.,19,science,Never,Midjourney,Yes
Arjun Sharma,Anna Univ.,24,arts,Never,Midjourney,Yes
Ayaan Gupta,IIsc,25,arts,Rarely (A few times a semester at most),Elicit,No
Ira Desai,Univ. Of Delhi,24,others,Often (At least once a week),Midjourney,No
Ayaan Rao,IIsc,25,others,Often (At least once a week),Bing AI,No
Ishaan Iyer,Anna Univ.,23,others,Sometimes (At least once a month),Bing AI,Yes
Shanaya Verma,Anna Univ.,23,others,Rarely (A few times a semester at most),Grammarly,Yes
Sai Sharma,Univ. Of Delhi,23,science,Often (At least once a week),Elicit,Yes
Ira Bose,Univ. Of Delhi,22,commerce,Often (At least once a week),Midjourney,No
Pihu Kapoor,Jadavpur Univ.,22,arts,Sometimes (At least once a month),DALL-E,Yes
Anika Nair,Anna Univ.,22,others,Often (At least once a week),ChatGPT,Yes
Aarav Verma,VIT(Vellore),21,commerce,Sometimes (At least once a month),Bing AI,Yes
Sai Chopra,Manipal Univ.,23,arts,Rarely (A few times a semester at most),Research Rabbit,No
Aditya Verma,IIsc,25,others,Often (At least once a week),Midjourney,Yes
Shanaya Naidu,Univ. Of Delhi,22,arts,Rarely (A few times a semester at most),Midjourney,No
Ishaan Desai,IIsc,22,science,Rarely (A few times a semester at most),Midjourney,No
Aditya Iyer,Anna Univ.,25,science,Never,ChatGPT,Yes
Ira Chopra,Anna Univ.,20,science,Often (At least once a week),Elicit,Yes
Pihu Chopra,Univ. Of Delhi,24,commerce,Rarely (A few times a semester at most),Bing AI,Yes
Aditya Singh,Univ. Of Delhi,18,others,Often (At least once a week),Research Rabbit,No
Lakshmi Pandey,Jadavpur Univ.,18,others,Often (At least once a week),Elicit,No
Aarohi Kapoor,Anna Univ.,18,arts,Sometimes (At least once a month),Elicit,Yes
Lakshmi Das,IIsc,25,commerce,Often (At least once a week),Elicit,No
Aadhya Sharma,Univ. Of Delhi,20,science,Often (At least once a week),Research Rabbit,Yes
Anika Rao,IIsc,23,science,Never,Bing AI,No
Ira Pandey,Anna Univ.,20,others,Never,ChatGPT,Yes
Ira Desai,Anna Univ.,21,commerce,Sometimes (At least once a month),Others,Yes
Diya Joshi,Univ. Of Delhi,20,commerce,Rarely (A few times a semester at most),Elicit,No
Aarav Sharma,Univ. Of Delhi,18,science,Rarely (A few times a semester at most),Bing AI,Yes
Vihaan Verma,Jadavpur Univ.,24,science,Rarely (A few times a semester at most),ChatGPT,Yes
Ishaan Desai,Anna Univ.,24,science,Sometimes (At least once a month),Others,No
Ayaan Mishra,VIT(Vellore),22,arts,Rarely (A few times a semester at most),Midjourney,Yes
Arjun Pandey,Manipal Univ.,18,arts,Never,Midjourney,No
Krishna Nair,IIsc,25,others,Often (At least once a week),Research Rabbit,Yes
Aarohi Sharma,Univ. Of Delhi,21,others,Often (At least once a week),Others,Yes
Reyansh Iyer,IIsc,23,others,Never,Research Rabbit,Yes
Krishna Singh,Anna Univ.,18,others,Often (At least once a week),DALL-E,Yes
Diya Gupta,Anna Univ.,21,science,Never,Midjourney,Yes
Vihaan Das,Univ. Of Delhi,22,commerce,Sometimes (At least once a month),Bing AI,Yes
Vivaan Sharma,Univ. Of Delhi,18,arts,Never,DALL-E,No
Aarohi Desai,Jadavpur Univ.,25,others,Often (At least once a week),ChatGPT,Yes
Vivaan Desai,Anna Univ.,18,commerce,Rarely (A few times a semester at most),DALL-E,Yes
Aditya Pandey,Univ. Of Delhi,23,arts,Rarely (A few times a semester at most),Others,No
Ira Nair,Univ. Of Delhi,19,others,Never,Grammarly,Yes
Aadhya Naidu,Jadavpur Univ.,22,arts,Never,Elicit,No
Sai Chopra,Anna Univ.,18,science,Sometimes (At least once a month),Elicit,No
Arjun Kapoor,IIsc,19,science,Sometimes (At least once a month),Midjourney,No
Shanaya Sharma,Univ. Of Delhi,22,science,Often (At least once a week),Midjourney,Yes
Diya Joshi,IIsc,25,commerce,Often (At least once a week),Elicit,Yes
Aarav Mishra,Anna Univ.,24,others,Rarely (A few times a semester at most),Research Rabbit,No
Anika Naidu,Anna Univ.,22,others,Sometimes (At least once a month),Grammarly,Yes
Aditya Das,Univ. Of Delhi,23,arts,Rarely (A few times a semester at most),DALL-E,No
Ira Sharma,Univ. Of Delhi,24,commerce,Never,Bing AI,Yes
Vivaan Naidu,Jadavpur Univ.,21,science,Often (At least once a week),Bing AI,Yes
Reyansh Das,Anna Univ.,18,science,Never,Bing AI,No
Saanvi Gupta,VIT(Vellore),21,others,Never,Research Rabbit,No
Saanvi Desai,Manipal Univ.,24,commerce,Never,Midjourney,Yes
Lakshmi Rao,IIsc,21,commerce,Often (At least once a week),Others,Yes
Krishna Pandey,Univ. Of Delhi,19,science,Rarely (A few times a semester at most),Midjourney,No
Aadhya Rao,IIsc,23,science,Often (At least once a week),Grammarly,No
Ishaan Verma,Anna Univ.,20,science,Sometimes (At least once a month),ChatGPT,Yes
Diya Verma,Anna Univ.,24,arts,Often (At least once a week),Midjourney,Yes
Pihu Reddy,Univ. Of Delhi,18,arts,Often (At least once a week),Elicit,Yes
Vivaan Reddy,Univ. Of Delhi,19,others,Sometimes (At least once a month),Others,No
Arjun Singh,Jadavpur Univ.,23,others,Often (At least once a week),DALL-E,Yes
Ayaan Das,Anna Univ.,25,others,Often (At least once a week),Grammarly,Yes
Sai Kumar,Univ. Of Delhi,20,others,Rarely (A few times a semester at most),Bing AI,No
Ananya Verma,Univ. Of Delhi,21,science,Never,Midjourney,Yes
Ishaan Nair,Jadavpur Univ.,24,commerce,Sometimes (At least once a month),Grammarly,No
Lakshmi Singh,Anna Univ.,18,arts,Often (At least once a week),Midjourney,Yes
Krishna Pandey,IIsc,21,others,Rarely (A few times a semester at most),DALL-E,Yes
Aditya Singh,Univ. Of Delhi,24,commerce,Rarely (A few times a semester at most),Bing AI,Yes
Diya Iyer,IIsc,20,arts,Never,Midjourney,Yes
Krishna Gupta,Anna Univ.,24,others,Sometimes (At least once a month),Grammarly,No
Aditya Mishra,Anna Univ.,22,arts,Often (At least once a week),ChatGPT,Yes
Reyansh Das,Univ. Of Delhi,20,science,Often (At least once a week),Midjourney,Yes
Anika Nair,Univ. Of Delhi,20,science,Never,Midjourney,Yes
Ayaan Das,Jadavpur Univ.,25,science,Never,ChatGPT,Yes
Sai Reddy,Anna Univ.,22,commerce,Sometimes (At least once a month),DALL-E,No
Vivaan Patel,VIT(Vellore),20,others,Often (At least once a week),Grammarly,No
Sai Rao,Manipal Univ.,20,others,Rarely (A few times a semester at most),Elicit,Yes
Diya Naidu,IIsc,22,arts,Never,Midjourney,No
Ananya Rao,Univ. Of Delhi,20,commerce,Rarely (A few times a semester at most),Others,Yes
Lakshmi Nair,IIsc,22,science,Often (At least once a week),Grammarly,Yes
Aarohi Kapoor,Anna Univ.,24,science,Never,Research Rabbit,Yes
Ananya Patel,Anna Univ.,21,others,Rarely (A few times a semester at most),Research Rabbit,Yes
Reyansh Bose,Univ. Of Delhi,21,commerce,Often (At least once a week),Bing AI,Yes
Diya Gupta,Univ. Of Delhi,20,commerce,Never,Midjourney,No
Aarohi Reddy,Jadavpur Univ.,24,science,Sometimes (At least once a month),Bing AI,Yes
Sai Kapoor,Anna Univ.,19,science,Never,Midjourney,Yes
Ishaan Nair,Univ. Of Delhi,21,science,Rarely (A few times a semester at most),ChatGPT,Yes
Aarav Rao,Univ. Of Delhi,19,arts,Sometimes (At least once a month),Others,No
Reyansh Kumar,Jadavpur Univ.,22,arts,Rarely (A few times a semester at most),Grammarly,No
Krishna Mishra,Anna Univ.,22,others,Sometimes (At least once a month),Bing AI,Yes
Sai Nair,IIsc,19,others,Never,Midjourney,No
Ishaan Desai,Univ. Of Delhi,20,others,Never,DALL-E,No
Sai Sharma,IIsc,21,others,Rarely (A few times a semester at most),Bing AI,No
Diya Das,Anna Univ.,23,commerce,Often (At least once a week),Others,Yes
Vihaan Bose,Anna Univ.,19,commerce,Often (At least once a week),Bing AI,No
Vivaan Iyer,Univ. Of Delhi,20,others,Sometimes (At least once a month),Research Rabbit,No
Lakshmi Joshi,Univ. Of Delhi,22,others,Rarely (A few times a semester at most),Others,Yes
Pihu Desai,Jadavpur Univ.,21,others,Never,Research Rabbit,No
Diya Pandey,Anna Univ.,24,science,Rarely (A few times a semester at most),Research Rabbit,Yes
Ayaan Iyer,VIT(Vellore),25,science,Often (At least once a week),Research Rabbit,No
Vihaan Singh,Manipal Univ.,23,science,Rarely (A few times a semester at most),Others,No
Aarav Gupta,IIsc,25,science,Often (At least once a week),Others,Yes
Aarav Bose,Univ. Of Delhi,21,arts,Rarely (A few times a semester at most),Elicit,No
Ira Singh,IIsc,24,arts,Often (At least once a week),Elicit,No
Aarav Rao,Anna Univ.,23,arts,Often (At least once a week),Research Rabbit,No
Aadhya Reddy,Anna Univ.,20,others,Often (At least once a week),Bing AI,No
Aarohi Pandey,Univ. Of Delhi,24,others,Never,Research Rabbit,No
Ishaan Rao,Univ. Of Delhi,19,others,Rarely (A few times a semester at most),Grammarly,Yes
Anika Nair,Jadavpur Univ.,18,others,Never,Grammarly,No
Ayaan Chopra,Anna Univ.,21,science,Sometimes (At least once a month),Grammarly,No
Arjun Rao,Univ. Of Delhi,22,science,Rarely (A few times a semester at most),Others,Yes
Ayaan Gupta,Univ. Of Delhi,21,science,Sometimes (At least once a month),DALL-E,Yes
Aarohi Singh,Jadavpur Univ.,22,science,Sometimes (At least once a month),DALL-E,No
Lakshmi Reddy,Anna Univ.,24,science,Sometimes (At least once a month),Midjourney,Yes
Sai Joshi,IIsc,21,commerce,Sometimes (At least once a month),Research Rabbit,Yes
Aditya Kumar,Univ. Of Delhi,22,arts,Sometimes (At least once a month),Grammarly,No
Saanvi Kumar,IIsc,23,others,Sometimes (At least once a month),Grammarly,No
Saanvi Patel,Anna Univ.,18,commerce,Often (At least once a week),DALL-E,Yes
Pihu Kapoor,Anna Univ.,19,arts,Never,Elicit,No
Diya Das,Univ. Of Delhi,23,others,Sometimes (At least once a month),Bing AI,No
Aarav Iyer,Univ. Of Delhi,24,arts,Never,Midjourney,Yes
Aditya Pandey,Jadavpur Univ.,18,science,Sometimes (At least once a month),DALL-E,Yes
Reyansh Reddy,Anna Univ.,23,science,Often (At least once a week),Research Rabbit,No
Krishna Reddy,VIT(Vellore),20,science,Sometimes (At least once a month),Research Rabbit,No
Ishaan Reddy,Manipal Univ.,18,commerce,Often (At least once a week),Others,No
Pihu Mishra,IIsc,20,others,Often (At least once a week),ChatGPT,Yes
Ishaan Joshi,Univ. Of Delhi,20,others,Never,Research Rabbit,No
Ayaan Das,IIsc,24,arts,Sometimes (At least once a month),ChatGPT,Yes
Ishaan Gupta,Anna Univ.,22,commerce,Rarely (A few times a semester at most),Elicit,No
Vivaan Das,Anna Univ.,18,science,Sometimes (At least once a month),Research Rabbit,No
Aarohi Naidu,Univ. Of Delhi,20,science,Often (At least once a week),DALL-E,Yes
Krishna Verma,Univ. Of Delhi,25,others,Sometimes (At least once a month),Grammarly,No
Aadhya Chopra,Jadavpur Univ.,23,commerce,Rarely (A few times a semester at most),Elicit,Yes
Ayaan Patel,Anna Univ.,21,commerce,Rarely (A few times a semester at most),Others,No
Pihu Desai,Univ. Of Delhi,23,science,Never,ChatGPT,Yes
Ira Mehta,Univ. Of Delhi,24,science,Rarely (A few times a semester at most),Bing AI,Yes
Shanaya Pandey,Jadavpur Univ.,25,science,Sometimes (At least once a month),Others,No
Vivaan Singh,Anna Univ.,20,arts,Rarely (A few times a semester at most),DALL-E,No
Ayaan Mishra,IIsc,25,arts,Rarely (A few times a semester at most),Others,No
Aadhya Naidu,Univ. Of Delhi,20,others,Often (At least once a week),Midjourney,Yes
Ayaan Kapoor,IIsc,25,others,Never,DALL-E,No
Anika Singh,Anna Univ.,22,others,Sometimes (At least once a month),Research Rabbit,Yes
Sai Desai,Anna Univ.,18,others,Often (At least once a week),Elicit,Yes
